user_id,group,revenue,clicked,converted,retained_7d,complained,segment,device,country
clean_win_control_00053,control,10.3,0,0,0,0,returning_user,web,GB
clean_win_treatment_00663,treatment,9.4,1,0,1,0,new_user,ios,DE
clean_win_control_01877,control,11.74,0,0,0,0,high_value,web,CA
clean_win_treatment_00922,treatment,9.92,0,0,1,0,returning_user,web,GB
clean_win_control_01441,control,9.36,1,0,1,0,new_user,web,GB
clean_win_treatment_00543,treatment,11.16,1,1,0,0,new_user,web,GB
clean_win_treatment_01172,treatment,10.96,0,0,0,0,returning_user,android,DE
clean_win_control_00224,control,10.43,0,0,0,0,high_value,web,DE
clean_win_control_00725,control,9.39,0,1,0,0,returning_user,web,CA
clean_win_control_01410,control,11.12,0,0,0,0,returning_user,web,US
clean_win_treatment_01186,treatment,12.18,0,0,0,0,returning_user,ios,DE
clean_win_control_00426,control,9.41,1,0,0,0,returning_user,android,CA
clean_win_treatment_01876,treatment,11.09,0,0,1,0,new_user,web,DE
clean_win_control_01191,control,10.52,1,0,0,0,new_user,android,CA
clean_win_control_00394,control,7.93,1,0,0,0,new_user,web,DE
clean_win_treatment_01330,treatment,10.79,0,0,1,0,returning_user,ios,CA
clean_win_control_01437,control,11.23,0,0,1,0,returning_user,web,US
clean_win_treatment_01368,treatment,10.16,0,0,0,0,high_value,web,DE
clean_win_treatment_01754,treatment,9.81,1,0,1,0,new_user,web,US
clean_win_treatment_00460,treatment,11.18,0,0,1,0,returning_user,ios,CA
clean_win_control_00773,control,8.76,0,0,1,0,new_user,ios,DE
clean_win_treatment_01976,treatment,10.14,0,0,0,0,returning_user,web,US
clean_win_treatment_00588,treatment,11.86,0,0,1,0,new_user,android,DE
clean_win_treatment_01710,treatment,10.15,0,1,0,0,returning_user,web,CA
clean_win_control_01363,control,9.36,0,0,0,0,returning_user,android,US
clean_win_control_01518,control,10.61,1,0,0,0,new_user,ios,GB
clean_win_control_00667,control,10.78,1,0,0,0,new_user,web,GB
clean_win_control_00701,control,8.9,0,0,0,0,new_user,web,DE
clean_win_control_01138,control,8.9,0,0,0,0,returning_user,android,CA
clean_win_treatment_01774,treatment,11.15,0,0,0,0,high_value,ios,CA
clean_win_control_01144,control,10.12,0,0,0,1,new_user,ios,GB
clean_win_treatment_01642,treatment,10.99,0,0,1,0,returning_user,android,DE
clean_win_control_00298,control,12.11,0,0,1,0,high_value,android,CA
clean_win_control_01468,control,10.93,0,0,0,0,high_value,ios,CA
clean_win_treatment_01668,treatment,10.06,0,0,0,0,returning_user,ios,DE
clean_win_control_00047,control,11.99,0,0,0,0,new_user,web,US
clean_win_control_00973,control,8.74,0,0,0,0,new_user,ios,GB
clean_win_treatment_00100,treatment,10.43,0,0,0,0,returning_user,android,GB
clean_win_treatment_00193,treatment,10.84,0,0,1,0,new_user,android,US
clean_win_treatment_01474,treatment,10.05,0,0,0,0,returning_user,android,US
clean_win_treatment_00373,treatment,10.03,0,0,1,0,returning_user,ios,CA
clean_win_treatment_00860,treatment,11.09,1,0,0,0,new_user,web,DE
clean_win_control_01547,control,8.12,0,0,0,0,high_value,android,CA
clean_win_control_01868,control,9.29,1,0,1,0,returning_user,android,DE
clean_win_treatment_01647,treatment,11.02,1,0,1,0,high_value,ios,CA
clean_win_treatment_00798,treatment,11.75,0,0,1,0,new_user,ios,US
clean_win_treatment_01852,treatment,10.04,0,0,0,0,high_value,android,GB
clean_win_treatment_01980,treatment,12.08,0,0,0,0,new_user,android,US
clean_win_control_01218,control,9.39,0,0,1,0,new_user,android,US
clean_win_treatment_01571,treatment,9.53,1,0,0,0,new_user,android,DE
clean_win_treatment_01426,treatment,11.55,1,0,1,0,returning_user,ios,DE
clean_win_control_01963,control,9.49,0,0,1,0,high_value,web,CA
clean_win_treatment_00678,treatment,10.13,0,0,0,0,returning_user,web,GB
clean_win_treatment_00508,treatment,11.39,1,0,0,0,new_user,android,CA
clean_win_control_01922,control,8.99,0,0,0,0,returning_user,web,US
clean_win_treatment_00266,treatment,10.49,0,0,1,0,new_user,android,GB
clean_win_control_01417,control,10.9,0,0,0,0,high_value,android,GB
clean_win_control_00233,control,9.87,0,0,0,0,high_value,ios,US
clean_win_treatment_01212,treatment,9.95,1,0,1,0,returning_user,android,DE
clean_win_control_01279,control,13.35,1,0,1,0,returning_user,web,DE
clean_win_treatment_01267,treatment,10.14,0,0,1,0,returning_user,web,CA
clean_win_control_01305,control,9.5,0,0,1,0,new_user,ios,US
clean_win_treatment_00215,treatment,10.11,0,0,0,0,high_value,web,GB
clean_win_control_00331,control,9.94,0,0,0,0,returning_user,android,GB
clean_win_control_00766,control,9.33,0,0,1,0,returning_user,web,GB
clean_win_treatment_01775,treatment,10.24,1,0,1,0,returning_user,ios,GB
clean_win_control_00330,control,11.27,0,0,0,0,returning_user,android,US
clean_win_control_00289,control,8.53,1,0,0,0,new_user,ios,US
clean_win_treatment_00593,treatment,10.57,0,0,1,0,returning_user,ios,DE
clean_win_control_01504,control,11.59,1,1,1,0,new_user,android,GB
clean_win_treatment_00732,treatment,10.63,0,0,0,0,returning_user,android,DE
clean_win_control_00946,control,10.68,0,0,0,0,new_user,ios,GB
clean_win_control_01870,control,11.62,0,0,0,0,returning_user,android,US
clean_win_control_01442,control,9.47,0,0,1,0,new_user,ios,DE
clean_win_control_00951,control,6.65,0,0,1,0,high_value,android,DE
clean_win_control_00739,control,9.48,1,0,1,0,high_value,ios,DE
clean_win_control_01123,control,10.19,0,0,1,0,new_user,android,CA
clean_win_treatment_01281,treatment,10.46,0,0,1,0,new_user,ios,GB
clean_win_control_01958,control,11.17,0,0,1,0,returning_user,android,US
clean_win_treatment_00745,treatment,9.58,0,0,0,0,high_value,web,CA
clean_win_treatment_00113,treatment,12.76,0,0,1,0,high_value,web,DE
clean_win_treatment_01563,treatment,10.91,0,0,1,0,new_user,ios,DE
clean_win_treatment_00465,treatment,11.33,0,1,0,0,new_user,web,US
clean_win_treatment_01307,treatment,10.7,0,0,0,0,returning_user,ios,US
clean_win_treatment_00824,treatment,10.81,0,1,0,0,new_user,android,GB
clean_win_control_01561,control,9.17,0,0,0,0,new_user,web,DE
clean_win_treatment_00209,treatment,11.09,0,0,1,0,new_user,web,CA
clean_win_treatment_00094,treatment,10.0,0,0,0,0,new_user,android,CA
clean_win_control_00693,control,11.19,0,0,1,0,returning_user,android,GB
clean_win_treatment_01686,treatment,12.17,1,0,1,0,new_user,ios,GB
clean_win_control_00899,control,8.59,0,0,1,0,returning_user,android,GB
clean_win_control_00758,control,7.55,0,0,1,0,returning_user,web,CA
clean_win_control_01306,control,12.07,1,0,1,0,high_value,ios,DE
clean_win_control_00958,control,10.25,1,0,0,0,new_user,web,DE
clean_win_treatment_01310,treatment,10.45,0,0,1,0,returning_user,android,US
clean_win_treatment_01770,treatment,8.83,0,0,0,0,new_user,ios,GB
clean_win_treatment_00589,treatment,8.56,1,0,0,0,high_value,ios,CA
clean_win_control_00849,control,9.67,0,0,0,0,high_value,android,CA
clean_win_control_01789,control,8.93,1,0,1,0,high_value,web,DE
clean_win_treatment_00715,treatment,9.75,0,0,1,0,new_user,ios,DE
clean_win_control_01185,control,10.68,0,0,0,0,returning_user,web,US
clean_win_control_01418,control,9.59,0,0,0,0,returning_user,android,US
clean_win_treatment_01633,treatment,11.54,0,0,0,0,new_user,android,DE
clean_win_control_00748,control,8.49,0,0,0,0,new_user,web,DE
clean_win_control_01132,control,8.73,1,1,0,0,returning_user,ios,DE
clean_win_treatment_00683,treatment,10.29,0,0,1,0,returning_user,web,US
clean_win_control_00563,control,10.22,0,0,0,0,returning_user,web,CA
clean_win_control_01892,control,10.08,0,0,0,0,returning_user,ios,DE
clean_win_control_01161,control,10.22,1,0,0,0,new_user,ios,US
clean_win_treatment_00583,treatment,10.43,1,0,1,0,new_user,ios,CA
clean_win_treatment_01614,treatment,12.2,0,0,1,0,new_user,web,DE
clean_win_control_00076,control,9.37,0,0,1,0,returning_user,android,US
clean_win_control_00299,control,10.98,0,1,0,0,returning_user,android,DE
clean_win_treatment_00905,treatment,11.69,0,0,1,0,new_user,android,DE
clean_win_treatment_01992,treatment,9.76,0,0,1,0,new_user,android,US
clean_win_control_00895,control,10.56,0,0,0,0,high_value,ios,DE
clean_win_control_00987,control,10.9,0,0,0,0,new_user,android,US
clean_win_control_00083,control,11.09,1,0,0,0,returning_user,web,GB
clean_win_treatment_01110,treatment,12.82,0,0,0,0,new_user,ios,DE
clean_win_treatment_01324,treatment,13.65,0,0,1,0,high_value,android,CA
clean_win_control_00731,control,9.16,0,0,1,0,new_user,web,US
clean_win_treatment_00319,treatment,11.06,0,0,0,0,new_user,ios,US
clean_win_treatment_00827,treatment,10.96,0,0,1,0,new_user,ios,CA
clean_win_treatment_00550,treatment,10.46,0,0,1,0,high_value,ios,GB
clean_win_control_00307,control,10.48,0,0,0,0,new_user,ios,DE
clean_win_treatment_01174,treatment,13.75,1,0,1,0,returning_user,android,CA
clean_win_treatment_01709,treatment,12.6,0,0,1,0,returning_user,android,DE
clean_win_treatment_00605,treatment,9.87,0,0,1,0,new_user,android,DE
clean_win_control_00212,control,8.94,0,0,1,0,new_user,ios,US
clean_win_treatment_01288,treatment,10.76,0,0,0,0,returning_user,web,GB
clean_win_treatment_01589,treatment,10.92,1,0,1,0,new_user,ios,CA
clean_win_control_01618,control,10.21,0,0,0,0,returning_user,ios,US
clean_win_control_01747,control,10.6,0,0,0,0,high_value,android,DE
clean_win_treatment_01970,treatment,9.87,1,0,0,0,new_user,ios,DE
clean_win_control_00810,control,10.73,0,0,0,0,returning_user,android,CA
clean_win_control_00551,control,7.87,1,0,1,0,returning_user,web,GB
clean_win_treatment_01261,treatment,11.83,0,1,1,0,high_value,web,CA
clean_win_control_00121,control,9.18,1,0,0,0,returning_user,web,GB
clean_win_treatment_00351,treatment,12.95,1,0,0,0,returning_user,android,GB
clean_win_treatment_01224,treatment,12.23,0,0,1,0,high_value,ios,GB
clean_win_control_01835,control,11.66,1,0,0,0,returning_user,android,US
clean_win_control_00161,control,9.51,0,0,1,0,returning_user,ios,US
clean_win_control_01806,control,11.37,0,0,0,0,new_user,android,US
clean_win_treatment_01486,treatment,10.62,0,0,0,0,high_value,web,CA
clean_win_control_00990,control,7.42,0,0,0,0,high_value,ios,CA
clean_win_control_00650,control,9.45,1,0,0,0,returning_user,android,GB
clean_win_treatment_00311,treatment,10.85,0,1,0,0,high_value,ios,US
clean_win_control_01011,control,10.31,0,0,1,0,high_value,web,US
clean_win_control_01282,control,9.92,0,0,0,0,new_user,android,GB
clean_win_control_00571,control,7.82,0,0,1,0,returning_user,ios,US
clean_win_treatment_01837,treatment,8.91,1,0,1,0,high_value,ios,CA
clean_win_control_00647,control,11.4,1,0,1,0,high_value,web,CA
clean_win_control_00994,control,10.34,0,0,1,0,high_value,android,GB
clean_win_control_00334,control,10.07,0,0,1,0,returning_user,android,CA
clean_win_control_01952,control,9.58,0,0,0,0,high_value,android,US
clean_win_control_01609,control,10.36,1,0,0,0,high_value,ios,DE
clean_win_control_00713,control,10.03,1,0,1,0,new_user,android,CA
clean_win_control_01616,control,9.37,0,0,1,0,returning_user,android,CA
clean_win_control_01031,control,9.52,0,0,1,0,returning_user,ios,GB
clean_win_treatment_01638,treatment,10.57,0,0,1,0,returning_user,ios,CA
clean_win_control_00513,control,11.45,0,0,1,0,returning_user,ios,CA
clean_win_treatment_00299,treatment,11.47,0,0,0,0,high_value,ios,GB
clean_win_treatment_00835,treatment,10.63,0,0,0,0,new_user,web,CA
clean_win_control_00749,control,10.39,0,0,0,1,new_user,web,US
clean_win_treatment_01026,treatment,11.98,1,0,1,0,high_value,web,CA
clean_win_control_00965,control,11.19,0,0,1,0,new_user,web,CA
clean_win_control_00699,control,8.68,0,0,1,0,high_value,web,CA
clean_win_treatment_00185,treatment,6.98,0,0,1,0,returning_user,web,CA
clean_win_control_01649,control,13.87,1,0,0,0,returning_user,ios,GB
clean_win_control_01471,control,10.53,0,1,0,0,returning_user,web,US
clean_win_control_00419,control,10.21,0,0,1,0,returning_user,android,GB
clean_win_control_00891,control,11.82,0,0,0,0,returning_user,ios,CA
clean_win_treatment_01468,treatment,10.4,0,0,0,0,returning_user,web,GB
clean_win_control_01288,control,8.52,1,0,0,0,returning_user,web,CA
clean_win_treatment_01971,treatment,12.35,0,0,1,0,new_user,web,DE
clean_win_treatment_00754,treatment,11.6,0,0,0,0,new_user,android,DE
clean_win_control_00781,control,11.05,0,0,1,0,returning_user,android,DE
clean_win_control_00402,control,11.6,1,0,1,0,new_user,android,US
clean_win_control_00389,control,11.7,0,0,1,0,returning_user,web,CA
clean_win_control_00104,control,8.7,0,0,1,0,high_value,ios,CA
clean_win_treatment_01000,treatment,10.13,0,1,1,0,returning_user,web,US
clean_win_control_00612,control,10.78,0,0,0,0,returning_user,web,US
clean_win_control_00783,control,10.54,0,0,0,0,returning_user,ios,CA
clean_win_control_01283,control,8.49,0,0,1,0,returning_user,android,CA
clean_win_control_00506,control,11.26,0,0,0,0,returning_user,android,US
clean_win_treatment_01342,treatment,10.14,0,0,0,0,returning_user,android,CA
clean_win_treatment_01020,treatment,11.97,0,0,1,0,returning_user,android,CA
clean_win_control_01705,control,7.73,1,0,0,0,new_user,ios,GB
clean_win_control_00416,control,10.5,0,0,0,0,returning_user,web,GB
clean_win_treatment_01265,treatment,11.74,0,0,1,0,returning_user,android,US
clean_win_control_01872,control,10.76,0,0,0,0,new_user,web,US
clean_win_treatment_00671,treatment,11.44,0,0,0,0,returning_user,android,CA
clean_win_control_01012,control,9.86,1,0,0,0,returning_user,android,CA
clean_win_control_00510,control,8.13,0,0,0,0,returning_user,android,US
clean_win_control_00764,control,11.57,0,0,1,0,new_user,web,GB
clean_win_control_01897,control,8.89,0,0,0,0,returning_user,ios,CA
clean_win_control_00601,control,9.89,0,0,1,0,high_value,web,CA
clean_win_treatment_00221,treatment,12.37,1,0,0,0,new_user,web,US
clean_win_treatment_00707,treatment,12.38,0,0,1,0,returning_user,android,DE
clean_win_treatment_00227,treatment,11.74,1,0,1,0,new_user,ios,CA
clean_win_treatment_01356,treatment,10.45,0,0,1,0,returning_user,android,DE
clean_win_control_01490,control,8.67,0,0,1,0,returning_user,web,CA
clean_win_treatment_01061,treatment,10.65,0,0,0,0,returning_user,web,GB
clean_win_treatment_01432,treatment,11.11,0,0,0,0,new_user,ios,CA
clean_win_treatment_00132,treatment,9.83,1,0,0,0,new_user,android,US
clean_win_treatment_00103,treatment,10.78,0,0,1,0,new_user,ios,DE
clean_win_treatment_00061,treatment,10.96,1,0,0,0,high_value,ios,GB
clean_win_treatment_00705,treatment,11.65,0,0,0,0,high_value,ios,GB
clean_win_control_01258,control,9.97,0,0,1,0,returning_user,web,DE
clean_win_treatment_01776,treatment,11.82,0,0,0,0,returning_user,android,CA
clean_win_treatment_01937,treatment,10.91,0,0,0,0,returning_user,web,DE
clean_win_control_00211,control,8.28,0,0,0,0,new_user,android,DE
clean_win_control_00623,control,11.0,0,0,1,0,returning_user,android,CA
clean_win_control_00175,control,11.15,0,0,0,0,new_user,web,US
clean_win_treatment_01879,treatment,11.06,0,0,1,0,new_user,ios,GB
clean_win_treatment_01542,treatment,11.61,1,0,1,0,returning_user,ios,GB
clean_win_treatment_01751,treatment,12.97,0,1,0,0,new_user,ios,CA
clean_win_treatment_01525,treatment,11.34,0,0,1,0,returning_user,web,DE
clean_win_control_00664,control,11.16,0,0,1,0,new_user,web,US
clean_win_treatment_00615,treatment,10.65,0,0,1,0,returning_user,android,CA
clean_win_control_00023,control,7.55,0,0,0,0,returning_user,web,US
clean_win_treatment_01551,treatment,10.94,0,0,1,0,high_value,web,DE
clean_win_control_01316,control,10.08,0,0,0,0,returning_user,ios,DE
clean_win_treatment_00878,treatment,11.44,0,0,0,0,new_user,web,GB
clean_win_control_00689,control,9.03,0,0,1,0,returning_user,web,US
clean_win_treatment_00360,treatment,9.5,1,0,0,0,returning_user,web,GB
clean_win_control_00495,control,9.37,1,0,0,0,new_user,web,DE
clean_win_control_00776,control,8.49,0,0,0,0,new_user,android,US
clean_win_control_01625,control,9.68,0,0,0,0,new_user,web,GB
clean_win_treatment_00651,treatment,9.5,0,1,1,0,new_user,web,DE
clean_win_treatment_01703,treatment,9.72,0,0,0,0,returning_user,android,US
clean_win_control_00886,control,8.4,0,0,0,0,returning_user,web,US
clean_win_control_00344,control,12.85,1,0,0,0,new_user,web,US
clean_win_control_00028,control,13.8,0,0,1,0,returning_user,ios,US
clean_win_treatment_01577,treatment,12.39,0,0,0,0,returning_user,ios,CA
clean_win_treatment_00994,treatment,10.01,0,0,0,0,returning_user,android,CA
clean_win_control_01188,control,9.87,0,0,0,0,returning_user,android,DE
clean_win_treatment_00612,treatment,12.4,0,0,0,0,new_user,android,CA
clean_win_treatment_01023,treatment,9.95,0,0,1,0,high_value,ios,GB
clean_win_control_01107,control,8.78,0,0,0,0,high_value,android,DE
clean_win_treatment_00722,treatment,11.71,0,0,0,0,new_user,ios,CA
clean_win_treatment_01518,treatment,9.63,1,0,1,0,returning_user,web,DE
clean_win_control_00420,control,11.66,1,0,1,0,returning_user,web,DE
clean_win_control_00475,control,8.23,0,0,0,0,high_value,web,CA
clean_win_control_00350,control,10.35,0,0,0,0,high_value,web,US
clean_win_control_00697,control,10.71,0,0,0,0,returning_user,android,CA
clean_win_control_00730,control,11.68,0,0,0,0,new_user,android,CA
clean_win_control_01245,control,9.54,1,0,1,0,returning_user,web,US
clean_win_treatment_01134,treatment,10.06,0,0,1,0,new_user,web,US
clean_win_control_01348,control,11.61,0,0,1,0,new_user,web,GB
clean_win_control_00243,control,9.33,0,0,0,1,returning_user,web,GB
clean_win_treatment_00324,treatment,10.26,0,0,1,0,high_value,ios,GB
clean_win_treatment_00247,treatment,8.85,1,0,1,0,new_user,ios,US
clean_win_control_01939,control,11.53,0,0,1,0,high_value,android,DE
clean_win_treatment_01578,treatment,9.07,1,0,1,0,new_user,android,US
clean_win_control_00405,control,11.25,0,0,1,0,high_value,web,DE
clean_win_treatment_00985,treatment,10.77,0,0,1,0,high_value,web,US
clean_win_control_00477,control,9.78,0,0,1,0,returning_user,android,US
clean_win_treatment_01182,treatment,10.68,1,1,1,0,returning_user,android,US
clean_win_treatment_01350,treatment,11.75,0,0,1,0,new_user,web,GB
clean_win_treatment_01541,treatment,11.25,0,0,1,0,high_value,ios,DE
clean_win_control_01346,control,11.89,0,0,1,0,high_value,android,GB
clean_win_treatment_00317,treatment,9.68,0,0,1,0,returning_user,web,GB
clean_win_treatment_00348,treatment,11.45,0,0,1,0,new_user,web,CA
clean_win_treatment_00121,treatment,9.38,0,0,0,0,returning_user,web,DE
clean_win_control_00575,control,9.33,1,0,1,0,high_value,android,CA
clean_win_treatment_00735,treatment,9.71,1,1,1,0,returning_user,web,US
clean_win_control_01473,control,8.59,0,0,1,0,returning_user,android,CA
clean_win_treatment_01423,treatment,12.72,1,0,0,0,new_user,ios,GB
clean_win_control_01780,control,9.14,1,1,0,0,new_user,web,CA
clean_win_treatment_00533,treatment,12.75,0,0,1,0,new_user,web,US
clean_win_control_00894,control,10.65,0,0,0,0,new_user,ios,GB
clean_win_control_00785,control,8.39,1,0,1,0,high_value,android,CA
clean_win_control_00499,control,8.45,0,0,0,0,new_user,android,CA
clean_win_treatment_01205,treatment,9.16,0,1,1,0,returning_user,ios,CA
clean_win_treatment_00665,treatment,10.22,0,0,1,0,returning_user,ios,GB
clean_win_treatment_00398,treatment,11.47,0,0,0,0,high_value,web,CA
clean_win_control_00351,control,10.61,0,0,0,0,new_user,ios,CA
clean_win_control_01036,control,10.27,0,0,0,0,high_value,ios,DE
clean_win_treatment_00712,treatment,9.49,0,0,1,0,new_user,ios,CA
clean_win_control_01382,control,8.1,0,0,0,0,returning_user,android,GB
clean_win_treatment_00933,treatment,8.87,1,0,0,0,returning_user,ios,GB
clean_win_treatment_00107,treatment,8.88,0,0,1,0,returning_user,ios,US
clean_win_treatment_00350,treatment,7.78,1,0,1,0,new_user,android,DE
clean_win_treatment_01479,treatment,12.41,0,0,1,0,new_user,ios,DE
clean_win_treatment_01179,treatment,10.44,1,0,0,0,returning_user,web,US
clean_win_control_01384,control,10.42,0,0,1,0,returning_user,web,US
clean_win_control_01997,control,9.59,0,0,0,0,new_user,ios,DE
clean_win_treatment_01257,treatment,11.11,0,0,0,0,returning_user,web,DE
clean_win_treatment_01991,treatment,10.46,1,0,0,0,new_user,android,GB
clean_win_control_00677,control,10.44,0,0,0,0,returning_user,android,GB
clean_win_control_00698,control,9.58,0,0,1,0,new_user,ios,CA
clean_win_control_00001,control,10.15,1,0,0,0,new_user,web,DE
clean_win_treatment_00585,treatment,9.68,0,0,1,0,high_value,ios,DE
clean_win_control_00349,control,9.07,0,0,0,0,new_user,ios,DE
clean_win_control_01063,control,10.7,0,1,1,0,high_value,android,DE
clean_win_control_00305,control,9.76,1,0,0,0,new_user,ios,US
clean_win_control_00546,control,8.57,1,0,0,0,returning_user,web,US
clean_win_treatment_01164,treatment,10.11,1,0,1,0,returning_user,ios,US
clean_win_treatment_01387,treatment,10.01,1,0,1,0,returning_user,web,DE
clean_win_treatment_01081,treatment,11.04,0,0,1,0,returning_user,android,CA
clean_win_treatment_00888,treatment,11.14,0,0,0,0,returning_user,ios,CA
clean_win_control_01464,control,6.77,0,0,0,0,new_user,ios,CA
clean_win_control_01808,control,10.02,0,0,0,0,high_value,android,DE
clean_win_treatment_01428,treatment,12.78,0,0,1,0,high_value,android,CA
clean_win_control_00315,control,10.8,0,0,0,0,high_value,android,DE
clean_win_treatment_01763,treatment,11.48,0,1,0,0,returning_user,android,GB
clean_win_treatment_00512,treatment,9.99,0,0,0,0,returning_user,android,GB
clean_win_treatment_00362,treatment,9.12,0,0,1,0,high_value,ios,US
clean_win_treatment_00344,treatment,10.05,0,0,0,0,returning_user,web,GB
clean_win_control_01708,control,10.75,0,0,0,0,new_user,web,DE
clean_win_treatment_01987,treatment,10.19,1,0,0,0,returning_user,ios,DE
clean_win_treatment_00694,treatment,10.2,1,0,0,0,new_user,ios,US
clean_win_control_01934,control,9.49,0,0,0,0,high_value,web,US
clean_win_control_01061,control,7.73,0,0,0,0,returning_user,android,US
clean_win_control_01394,control,11.12,0,0,1,0,new_user,web,DE
clean_win_treatment_01584,treatment,12.82,0,0,1,0,returning_user,ios,US
clean_win_treatment_01934,treatment,9.75,1,0,0,0,returning_user,ios,GB
clean_win_control_01576,control,9.79,0,0,1,0,returning_user,web,CA
clean_win_treatment_01511,treatment,11.27,1,0,0,0,high_value,web,US
clean_win_control_00938,control,10.46,0,0,1,0,high_value,ios,GB
clean_win_control_01208,control,10.77,0,0,0,0,new_user,ios,DE
clean_win_control_01008,control,9.99,1,0,1,0,new_user,ios,DE
clean_win_control_01821,control,8.83,1,0,1,0,new_user,ios,CA
clean_win_control_00341,control,11.71,0,0,0,0,returning_user,android,US
clean_win_treatment_00611,treatment,12.88,1,0,1,0,new_user,ios,CA
clean_win_control_00016,control,10.87,0,0,1,0,returning_user,web,US
clean_win_treatment_00852,treatment,11.12,0,0,0,0,new_user,web,US
clean_win_treatment_00333,treatment,11.9,1,0,0,0,new_user,android,CA
clean_win_control_01023,control,9.38,1,0,1,0,new_user,web,DE
clean_win_treatment_01259,treatment,11.43,1,0,0,0,high_value,ios,US
clean_win_treatment_00812,treatment,10.75,1,0,0,0,high_value,web,US
clean_win_control_01594,control,9.89,0,1,0,0,high_value,ios,CA
clean_win_treatment_00960,treatment,9.89,0,0,1,0,new_user,web,GB
clean_win_control_01399,control,10.0,0,0,0,0,returning_user,android,CA
clean_win_control_00944,control,8.68,0,0,1,0,returning_user,web,US
clean_win_treatment_01012,treatment,10.25,0,0,0,0,returning_user,ios,CA
clean_win_treatment_00538,treatment,11.8,1,1,0,0,high_value,web,GB
clean_win_treatment_00704,treatment,9.6,0,0,1,0,returning_user,android,GB
clean_win_control_00666,control,10.2,0,0,0,0,returning_user,android,CA
clean_win_treatment_00621,treatment,12.12,0,0,1,0,new_user,ios,DE
clean_win_treatment_01607,treatment,10.76,1,0,0,0,returning_user,android,GB
clean_win_control_01324,control,10.13,0,1,1,0,high_value,android,US
clean_win_treatment_00876,treatment,11.66,1,1,0,0,returning_user,ios,GB
clean_win_treatment_00479,treatment,7.94,0,0,0,0,returning_user,web,US
clean_win_treatment_01488,treatment,8.92,0,1,0,0,returning_user,android,US
clean_win_treatment_01801,treatment,12.59,0,0,1,0,high_value,ios,US
clean_win_control_00660,control,11.56,0,0,0,0,new_user,ios,DE
clean_win_control_01172,control,11.37,0,0,1,0,returning_user,web,US
clean_win_control_01687,control,8.88,0,0,0,0,returning_user,android,GB
clean_win_control_00378,control,8.58,1,0,0,0,high_value,android,CA
clean_win_control_00217,control,8.67,0,0,1,0,returning_user,ios,GB
clean_win_treatment_01160,treatment,10.84,1,0,1,0,new_user,web,CA
clean_win_treatment_00560,treatment,10.43,0,0,1,0,returning_user,ios,GB
clean_win_control_01876,control,9.76,0,0,1,0,returning_user,ios,CA
clean_win_control_01227,control,11.44,0,1,0,0,new_user,ios,DE
clean_win_control_00772,control,9.73,0,1,1,0,returning_user,android,US
clean_win_treatment_00558,treatment,10.33,1,0,0,0,returning_user,android,CA
clean_win_treatment_00045,treatment,11.12,1,0,1,0,returning_user,web,DE
clean_win_control_01330,control,12.31,0,0,1,0,high_value,ios,US
clean_win_control_00365,control,10.48,0,0,0,0,new_user,android,CA
clean_win_control_00412,control,9.66,0,0,1,0,returning_user,android,DE
clean_win_treatment_01060,treatment,10.77,0,0,0,0,new_user,ios,DE
clean_win_treatment_00474,treatment,10.03,0,0,1,0,new_user,android,US
clean_win_control_01256,control,10.22,0,0,1,0,returning_user,ios,US
clean_win_treatment_01050,treatment,9.57,0,0,0,0,new_user,ios,CA
clean_win_control_00860,control,10.31,0,0,0,0,high_value,web,CA
clean_win_treatment_00813,treatment,11.97,0,0,1,0,returning_user,ios,GB
clean_win_treatment_01778,treatment,10.88,0,0,1,0,new_user,web,DE
clean_win_control_01514,control,7.54,0,0,1,0,high_value,web,GB
clean_win_control_01005,control,12.08,0,0,1,0,returning_user,web,GB
clean_win_treatment_00401,treatment,11.05,0,0,1,0,returning_user,ios,CA
clean_win_control_00637,control,10.71,0,0,0,0,new_user,web,CA
clean_win_control_00877,control,9.36,0,0,0,0,returning_user,ios,CA
clean_win_treatment_01270,treatment,10.65,1,0,0,0,new_user,ios,CA
clean_win_control_01702,control,9.18,0,0,1,0,high_value,web,GB
clean_win_treatment_00235,treatment,11.41,1,0,0,0,high_value,web,US
clean_win_treatment_00068,treatment,10.56,1,0,0,0,new_user,android,DE
clean_win_treatment_00926,treatment,11.13,0,0,1,0,high_value,android,CA
clean_win_treatment_00148,treatment,13.17,0,0,1,0,returning_user,android,GB
clean_win_control_00437,control,10.2,0,0,1,0,returning_user,ios,US
clean_win_control_00005,control,8.52,0,1,1,0,returning_user,ios,CA
clean_win_control_00469,control,11.4,0,0,0,0,returning_user,web,GB
clean_win_treatment_01761,treatment,9.0,0,0,1,0,returning_user,ios,US
clean_win_treatment_00394,treatment,10.78,1,0,0,1,high_value,web,US
clean_win_treatment_01729,treatment,12.13,0,0,1,0,returning_user,web,US
clean_win_control_01428,control,10.07,1,0,0,0,new_user,android,US
clean_win_treatment_01327,treatment,11.95,0,1,0,0,returning_user,android,US
clean_win_control_01066,control,9.59,0,0,1,0,new_user,web,US
clean_win_control_01941,control,9.64,0,1,0,0,high_value,android,US
clean_win_control_01993,control,7.81,0,0,0,0,returning_user,web,GB
clean_win_treatment_01557,treatment,11.22,1,0,1,0,new_user,web,CA
clean_win_treatment_00758,treatment,11.5,0,0,1,0,high_value,android,GB
clean_win_control_00064,control,12.95,0,0,0,0,high_value,ios,DE
